code,identity,observedA,observedB,cat_A,cat_B,A_climate_concern,A_gay_adoption,A_migration_enriches_culture,A_govt_reduce_inequ,B_climate_concern,B_gay_adoption,B_migration_enriches_culture,B_govt_reduce_inequ,ed_climate_concern,ed_gay_adoption,ed_migration_enriches_culture,ed_govt_reduce_inequ,posAx,posAy,posBx,posBy,euclideanDistance,perceivedDistance
wt22ozae,refuse to say,self,AfDVoter,self,voter,1,1,1.0,1,3,4,5.0,2,2,3,4.0,1,55.83331298828125,64.0,355.83331298828125,355.83331298828125,5.477225575051661,418.52918962686
wt22ozae,refuse to say,self,P1,self,P,1,1,1.0,1,3,3,3.0,5,2,2,2.0,4,55.83331298828125,64.0,92.83331298828125,415.8000030517578,5.291502622129181,353.74035979403993
wt22ozae,refuse to say,self,P2,self,P,1,1,1.0,1,3,5,3.0,5,2,4,2.0,4,55.83331298828125,64.0,296.83331298828125,463.8000030517578,6.324555320336759,466.82013928298505
wt22ozae,refuse to say,self,P3,self,P,1,1,1.0,1,1,1,1.0,1,0,0,0.0,0,55.83331298828125,64.0,31.83331298828125,26.199996948242188,0.0,44.77544227266661
wt22ozae,refuse to say,self,P4,self,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,55.83331298828125,64.0,479.83331298828125,258.8000030517578,5.291502622129181,466.608016635982
wt22ozae,refuse to say,friend1,friend2,friend,friend,2,2,4.0,5,4,4,4.0,3,2,2,0.0,2,108.83331298828125,347.8000030517578,393.83331298828125,322.8000030517578,3.4641016151377544,286.09439001839934
wt22ozae,refuse to say,friend1,friend3,friend,friend,2,2,4.0,5,4,3,3.0,5,2,1,1.0,0,108.83331298828125,347.8000030517578,216.83331298828125,322.8000030517578,2.449489742783178,110.85576214162258
wt22ozae,refuse to say,friend1,GreenVoter,friend,voter,2,2,4.0,5,1,1,2.0,3,1,1,2.0,2,108.83331298828125,347.8000030517578,108.83331298828125,151.60000610351562,3.1622776601683795,196.1999969482422
wt22ozae,refuse to say,friend1,AfDVoter,friend,voter,2,2,4.0,5,3,4,5.0,2,1,2,1.0,3,108.83331298828125,347.8000030517578,355.83331298828125,355.83331298828125,3.872983346207417,247.1306012385683
wt22ozae,refuse to say,friend1,P1,friend,P,2,2,4.0,5,3,3,3.0,5,1,1,1.0,0,108.83331298828125,347.8000030517578,92.83331298828125,415.8000030517578,1.7320508075688772,69.85699678629192
wt22ozae,refuse to say,friend1,P2,friend,P,2,2,4.0,5,3,5,3.0,5,1,3,1.0,0,108.83331298828125,347.8000030517578,296.83331298828125,463.8000030517578,3.3166247903554,220.90722034374522
wt22ozae,refuse to say,friend1,P3,friend,P,2,2,4.0,5,1,1,1.0,1,1,1,3.0,4,108.83331298828125,347.8000030517578,31.83331298828125,26.199996948242188,5.196152422706632,330.6895279953408
wt22ozae,refuse to say,friend1,P4,friend,P,2,2,4.0,5,3,3,5.0,3,1,1,1.0,2,108.83331298828125,347.8000030517578,479.83331298828125,258.8000030517578,2.6457513110645907,381.5258837877189
wt22ozae,refuse to say,friend2,friend3,friend,friend,4,4,4.0,3,4,3,3.0,5,0,1,1.0,2,393.83331298828125,322.8000030517578,216.83331298828125,322.8000030517578,2.449489742783178,177.0
wt22ozae,refuse to say,friend2,GreenVoter,friend,voter,4,4,4.0,3,1,1,2.0,3,3,3,2.0,0,393.83331298828125,322.8000030517578,108.83331298828125,151.60000610351562,4.69041575982343,332.46719981838527
wt22ozae,refuse to say,friend2,AfDVoter,friend,voter,4,4,4.0,3,3,4,5.0,2,1,0,1.0,1,393.83331298828125,322.8000030517578,355.83331298828125,355.83331298828125,1.7320508075688772,50.350765290732355
wt22ozae,refuse to say,friend2,P1,friend,P,4,4,4.0,3,3,3,3.0,5,1,1,1.0,2,393.83331298828125,322.8000030517578,92.83331298828125,415.8000030517578,2.6457513110645907,315.03968004046726
wt22ozae,refuse to say,friend2,P2,friend,P,4,4,4.0,3,3,5,3.0,5,1,1,1.0,2,393.83331298828125,322.8000030517578,296.83331298828125,463.8000030517578,2.6457513110645907,171.14321488157222
wt22ozae,refuse to say,friend2,P3,friend,P,4,4,4.0,3,1,1,1.0,1,3,3,3.0,2,393.83331298828125,322.8000030517578,31.83331298828125,26.199996948242188,5.5677643628300215,467.9909866873565
wt22ozae,refuse to say,friend2,P4,friend,P,4,4,4.0,3,3,3,5.0,3,1,1,1.0,0,393.83331298828125,322.8000030517578,479.83331298828125,258.8000030517578,1.7320508075688772,107.20074626605917
wt22ozae,refuse to say,friend3,GreenVoter,friend,voter,4,3,3.0,5,1,1,2.0,3,3,2,1.0,2,216.83331298828125,322.8000030517578,108.83331298828125,151.60000610351562,4.242640687119285,202.41896886180933
wt22ozae,refuse to say,friend3,AfDVoter,friend,voter,4,3,3.0,5,3,4,5.0,2,1,1,2.0,3,216.83331298828125,322.8000030517578,355.83331298828125,355.83331298828125,3.872983346207417,142.87126920890154
wt22ozae,refuse to say,friend3,P1,friend,P,4,3,3.0,5,3,3,3.0,5,1,0,0.0,0,216.83331298828125,322.8000030517578,92.83331298828125,415.8000030517578,1.0,155.0
wt22ozae,refuse to say,friend3,P2,friend,P,4,3,3.0,5,3,5,3.0,5,1,2,0.0,0,216.83331298828125,322.8000030517578,296.83331298828125,463.8000030517578,2.23606797749979,162.1141573089778
wt22ozae,refuse to say,friend3,P3,friend,P,4,3,3.0,5,1,1,1.0,1,3,2,2.0,4,216.83331298828125,322.8000030517578,31.83331298828125,26.199996948242188,5.744562646538029,349.5662506887722
wt22ozae,refuse to say,friend3,P4,friend,P,4,3,3.0,5,3,3,5.0,3,1,0,2.0,2,216.83331298828125,322.8000030517578,479.83331298828125,258.8000030517578,3.0,270.675081970986
wt22ozae,refuse to say,GreenVoter,AfDVoter,voter,voter,1,1,2.0,3,3,4,5.0,2,2,3,3.0,1,108.83331298828125,151.60000610351562,355.83331298828125,355.83331298828125,4.795831523312719,320.49999007969853
wt22ozae,refuse to say,GreenVoter,P1,voter,P,1,1,2.0,3,3,3,3.0,5,2,2,1.0,2,108.83331298828125,151.60000610351562,92.83331298828125,415.8000030517578,3.605551275463989,264.6840350067438
wt22ozae,refuse to say,GreenVoter,P2,voter,P,1,1,2.0,3,3,5,3.0,5,2,4,1.0,2,108.83331298828125,151.60000610351562,296.83331298828125,463.8000030517578,5.0,364.43495728933914
wt22ozae,refuse to say,GreenVoter,P3,voter,P,1,1,2.0,3,1,1,1.0,1,0,0,1.0,2,108.83331298828125,151.60000610351562,31.83331298828125,26.199996948242188,2.23606797749979,147.15353307393832
wt22ozae,refuse to say,GreenVoter,P4,voter,P,1,1,2.0,3,3,3,5.0,3,2,2,3.0,0,108.83331298828125,151.60000610351562,479.83331298828125,258.8000030517578,4.123105625617661,386.17721235943367
wt22ozae,refuse to say,AfDVoter,P1,voter,P,3,4,5.0,2,3,3,3.0,5,0,1,2.0,3,355.83331298828125,355.83331298828125,92.83331298828125,415.8000030517578,3.7416573867739413,269.74989141271044
wt22ozae,refuse to say,AfDVoter,P2,voter,P,3,4,5.0,2,3,5,3.0,5,0,1,2.0,3,355.83331298828125,355.83331298828125,296.83331298828125,463.8000030517578,3.7416573867739413,123.03579220398757
wt22ozae,refuse to say,AfDVoter,P3,voter,P,3,4,5.0,2,1,1,1.0,1,2,3,4.0,1,355.83331298828125,355.83331298828125,31.83331298828125,26.199996948242188,5.477225575051661,462.20571507019713
wt22ozae,refuse to say,AfDVoter,P4,voter,P,3,4,5.0,2,3,3,5.0,3,0,1,0.0,1,355.83331298828125,355.83331298828125,479.83331298828125,258.8000030517578,1.4142135623730951,157.45305089847392
wt22ozae,refuse to say,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,92.83331298828125,415.8000030517578,296.83331298828125,463.8000030517578,2.0,209.57099035887578
wt22ozae,refuse to say,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,92.83331298828125,415.8000030517578,31.83331298828125,26.199996948242188,5.291502622129181,394.3465034152825
wt22ozae,refuse to say,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,92.83331298828125,415.8000030517578,479.83331298828125,258.8000030517578,2.8284271247461903,417.6338108917907
wt22ozae,refuse to say,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,296.83331298828125,463.8000030517578,31.83331298828125,26.199996948242188,6.324555320336759,511.5845632364183
wt22ozae,refuse to say,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,296.83331298828125,463.8000030517578,479.83331298828125,258.8000030517578,3.4641016151377544,274.79810770818636
wt22ozae,refuse to say,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,31.83331298828125,26.199996948242188,479.83331298828125,258.8000030517578,5.291502622129181,504.7838773567907
2e7dhfif,Grüne,self,friend1,self,friend,1,1,3.0,3,2,2,3.0,2,1,1,0.0,1,328.5,219.60000610351562,289.5,248.60000610351562,1.7320508075688772,48.60041152089147
2e7dhfif,Grüne,self,friend2,self,friend,1,1,3.0,3,1,1,1.0,1,0,0,2.0,2,328.5,219.60000610351562,456.5,240.60000610351562,2.8284271247461903,129.71121771072848
2e7dhfif,Grüne,self,friend3,self,friend,1,1,3.0,3,2,2,3.0,2,1,1,0.0,1,328.5,219.60000610351562,299.5,257.6000061035156,1.7320508075688772,47.80167361086848
2e7dhfif,Grüne,self,GreenVoter,self,voter,1,1,3.0,3,1,1,1.0,2,0,0,2.0,1,328.5,219.60000610351562,357.5,211.60000610351562,2.23606797749979,30.083217912982647
2e7dhfif,Grüne,self,AfDVoter,self,voter,1,1,3.0,3,4,5,5.0,4,3,4,2.0,1,328.5,219.60000610351562,22.5,363.6000061035156,5.477225575051661,338.18929610500686
2e7dhfif,Grüne,self,P1,self,P,1,1,3.0,3,3,3,3.0,5,2,2,0.0,2,328.5,219.60000610351562,226.5,104.60000610351562,3.4641016151377544,153.7172729396407
2e7dhfif,Grüne,self,P2,self,P,1,1,3.0,3,3,5,3.0,5,2,4,0.0,2,328.5,219.60000610351562,10.5,198.60000610351562,4.898979485566356,318.69264189811474
2e7dhfif,Grüne,self,P3,self,P,1,1,3.0,3,1,1,1.0,1,0,0,2.0,2,328.5,219.60000610351562,461.5,245.60000610351562,2.8284271247461903,135.51752654177244
2e7dhfif,Grüne,self,P4,self,P,1,1,3.0,3,3,3,5.0,3,2,2,2.0,0,328.5,219.60000610351562,148.5,298.6000061035156,3.4641016151377544,196.57314160383152
2e7dhfif,Grüne,friend1,friend2,friend,friend,2,2,3.0,2,1,1,1.0,1,1,1,2.0,1,289.5,248.60000610351562,456.5,240.60000610351562,2.6457513110645907,167.19150696132863
2e7dhfif,Grüne,friend1,friend3,friend,friend,2,2,3.0,2,2,2,3.0,2,0,0,0.0,0,289.5,248.60000610351562,299.5,257.6000061035156,0.0,13.45362404707371
2e7dhfif,Grüne,friend1,GreenVoter,friend,voter,2,2,3.0,2,1,1,1.0,2,1,1,2.0,0,289.5,248.60000610351562,357.5,211.60000610351562,2.449489742783178,77.41446893184762
2e7dhfif,Grüne,friend1,AfDVoter,friend,voter,2,2,3.0,2,4,5,5.0,4,2,3,2.0,2,289.5,248.60000610351562,22.5,363.6000061035156,4.58257569495584,290.71291680969387
2e7dhfif,Grüne,friend1,P1,friend,P,2,2,3.0,2,3,3,3.0,5,1,1,0.0,3,289.5,248.60000610351562,226.5,104.60000610351562,3.3166247903554,157.17824276915684
2e7dhfif,Grüne,friend1,P2,friend,P,2,2,3.0,2,3,5,3.0,5,1,3,0.0,3,289.5,248.60000610351562,10.5,198.60000610351562,4.358898943540674,283.4448800031498
2e7dhfif,Grüne,friend1,P3,friend,P,2,2,3.0,2,1,1,1.0,1,1,1,2.0,1,289.5,248.60000610351562,461.5,245.60000610351562,2.6457513110645907,172.02616080119907
2e7dhfif,Grüne,friend1,P4,friend,P,2,2,3.0,2,3,3,5.0,3,1,1,2.0,1,289.5,248.60000610351562,148.5,298.6000061035156,2.6457513110645907,149.60280746028798
2e7dhfif,Grüne,friend2,friend3,friend,friend,1,1,1.0,1,2,2,3.0,2,1,1,2.0,1,456.5,240.60000610351562,299.5,257.6000061035156,2.6457513110645907,157.91770008456936
2e7dhfif,Grüne,friend2,GreenVoter,friend,voter,1,1,1.0,1,1,1,1.0,2,0,0,0.0,1,456.5,240.60000610351562,357.5,211.60000610351562,1.0,103.16006979447037
2e7dhfif,Grüne,friend2,AfDVoter,friend,voter,1,1,1.0,1,4,5,5.0,4,3,4,4.0,3,456.5,240.60000610351562,22.5,363.6000061035156,7.0710678118654755,451.0931167730228
2e7dhfif,Grüne,friend2,P1,friend,P,1,1,1.0,1,3,3,3.0,5,2,2,2.0,4,456.5,240.60000610351562,226.5,104.60000610351562,5.291502622129181,267.20029940102984
2e7dhfif,Grüne,friend2,P2,friend,P,1,1,1.0,1,3,5,3.0,5,2,4,2.0,4,456.5,240.60000610351562,10.5,198.60000610351562,6.324555320336759,447.97321348491363
2e7dhfif,Grüne,friend2,P3,friend,P,1,1,1.0,1,1,1,1.0,1,0,0,0.0,0,456.5,240.60000610351562,461.5,245.60000610351562,0.0,7.0710678118654755
2e7dhfif,Grüne,friend2,P4,friend,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,456.5,240.60000610351562,148.5,298.6000061035156,5.291502622129181,313.41346493091197
2e7dhfif,Grüne,friend3,GreenVoter,friend,voter,2,2,3.0,2,1,1,1.0,2,1,1,2.0,0,299.5,257.6000061035156,357.5,211.60000610351562,2.449489742783178,74.02702209328699
2e7dhfif,Grüne,friend3,AfDVoter,friend,voter,2,2,3.0,2,4,5,5.0,4,2,3,2.0,2,299.5,257.6000061035156,22.5,363.6000061035156,4.58257569495584,296.5889411289639
2e7dhfif,Grüne,friend3,P1,friend,P,2,2,3.0,2,3,3,3.0,5,1,1,0.0,3,299.5,257.6000061035156,226.5,104.60000610351562,3.3166247903554,169.5228598154243
2e7dhfif,Grüne,friend3,P2,friend,P,2,2,3.0,2,3,5,3.0,5,1,3,0.0,3,299.5,257.6000061035156,10.5,198.60000610351562,4.358898943540674,294.96101437308624
2e7dhfif,Grüne,friend3,P3,friend,P,2,2,3.0,2,1,1,1.0,1,1,1,2.0,1,299.5,257.6000061035156,461.5,245.60000610351562,2.6457513110645907,162.4438364481706
2e7dhfif,Grüne,friend3,P4,friend,P,2,2,3.0,2,3,3,5.0,3,1,1,2.0,1,299.5,257.6000061035156,148.5,298.6000061035156,2.6457513110645907,156.46724896923317
2e7dhfif,Grüne,GreenVoter,AfDVoter,voter,voter,1,1,1.0,2,4,5,5.0,4,3,4,4.0,2,357.5,211.60000610351562,22.5,363.6000061035156,6.708203932499369,367.87090126836614
2e7dhfif,Grüne,GreenVoter,P1,voter,P,1,1,1.0,2,3,3,3.0,5,2,2,2.0,3,357.5,211.60000610351562,226.5,104.60000610351562,4.58257569495584,169.14490828872147
2e7dhfif,Grüne,GreenVoter,P2,voter,P,1,1,1.0,2,3,5,3.0,5,2,4,2.0,3,357.5,211.60000610351562,10.5,198.60000610351562,5.744562646538029,347.24343046341426
2e7dhfif,Grüne,GreenVoter,P3,voter,P,1,1,1.0,2,1,1,1.0,1,0,0,0.0,1,357.5,211.60000610351562,461.5,245.60000610351562,1.0,109.41663493271945
2e7dhfif,Grüne,GreenVoter,P4,voter,P,1,1,1.0,2,3,3,5.0,3,2,2,4.0,1,357.5,211.60000610351562,148.5,298.6000061035156,5.0,226.38462845343543
2e7dhfif,Grüne,AfDVoter,P1,voter,P,4,5,5.0,4,3,3,3.0,5,1,2,2.0,1,22.5,363.6000061035156,226.5,104.60000610351562,3.1622776601683795,329.6922807710244
2e7dhfif,Grüne,AfDVoter,P2,voter,P,4,5,5.0,4,3,5,3.0,5,1,0,2.0,1,22.5,363.6000061035156,10.5,198.60000610351562,2.449489742783178,165.43578814754684
2e7dhfif,Grüne,AfDVoter,P3,voter,P,4,5,5.0,4,1,1,1.0,1,3,4,4.0,3,22.5,363.6000061035156,461.5,245.60000610351562,7.0710678118654755,454.5822257853908
2e7dhfif,Grüne,AfDVoter,P4,voter,P,4,5,5.0,4,3,3,5.0,3,1,2,0.0,1,22.5,363.6000061035156,148.5,298.6000061035156,2.449489742783178,141.77799547179387
2e7dhfif,Grüne,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,226.5,104.60000610351562,10.5,198.60000610351562,2.0,235.5674001214939
2e7dhfif,Grüne,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,226.5,104.60000610351562,461.5,245.60000610351562,5.291502622129181,274.05473905772914
2e7dhfif,Grüne,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,226.5,104.60000610351562,148.5,298.6000061035156,2.8284271247461903,209.093280618962
2e7dhfif,Grüne,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,10.5,198.60000610351562,461.5,245.60000610351562,6.324555320336759,453.4423888433899
2e7dhfif,Grüne,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,10.5,198.60000610351562,148.5,298.6000061035156,3.4641016151377544,170.42300314218147
2e7dhfif,Grüne,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,461.5,245.60000610351562,148.5,298.6000061035156,5.291502622129181,317.45550869373807
dcf9x3eh,Linke,self,friend1,self,friend,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,98.83331298828125,91.19999694824219,44.83331298828125,56.19999694824219,1.4142135623730951,64.35060217278468
dcf9x3eh,Linke,self,friend2,self,friend,1,1,2.0,2,2,1,1.0,2,1,0,1.0,0,98.83331298828125,91.19999694824219,46.83331298828125,121.60000610351562,1.4142135623730951,60.23421416969519
dcf9x3eh,Linke,self,friend3,self,friend,1,1,2.0,2,1,1,2.0,2,0,0,0.0,0,98.83331298828125,91.19999694824219,143.83331298828125,61.600006103515625,0.0,53.862412292877266
dcf9x3eh,Linke,self,GreenVoter,self,voter,1,1,2.0,2,1,2,2.0,3,0,1,0.0,1,98.83331298828125,91.19999694824219,177.83331298828125,118.60000610351562,1.4142135623730951,83.61674773458405
dcf9x3eh,Linke,self,AfDVoter,self,voter,1,1,2.0,2,4,4,5.0,4,3,3,3.0,2,98.83331298828125,91.19999694824219,438.83331298828125,438.83331298828125,5.5677643628300215,486.26013863054175
dcf9x3eh,Linke,self,P1,self,P,1,1,2.0,2,3,3,3.0,5,2,2,1.0,3,98.83331298828125,91.19999694824219,198.83331298828125,473.6000061035156,4.242640687119285,395.25911374939
dcf9x3eh,Linke,self,P2,self,P,1,1,2.0,2,3,5,3.0,5,2,4,1.0,3,98.83331298828125,91.19999694824219,383.83331298828125,477.6000061035156,5.477225575051661,480.1353632833093
dcf9x3eh,Linke,self,P3,self,P,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,98.83331298828125,91.19999694824219,82.83331298828125,36.0,1.4142135623730951,57.472077247007064
dcf9x3eh,Linke,self,P4,self,P,1,1,2.0,2,3,3,5.0,3,2,2,3.0,1,98.83331298828125,91.19999694824219,376.83331298828125,396.1999969482422,4.242640687119285,412.68510998096355
dcf9x3eh,Linke,friend1,friend2,friend,friend,1,1,1.0,1,2,1,1.0,2,1,0,0.0,1,44.83331298828125,56.19999694824219,46.83331298828125,121.60000610351562,1.4142135623730951,65.43058304424507
dcf9x3eh,Linke,friend1,friend3,friend,friend,1,1,1.0,1,1,1,2.0,2,0,0,1.0,1,44.83331298828125,56.19999694824219,143.83331298828125,61.600006103515625,1.4142135623730951,99.14716384686471
dcf9x3eh,Linke,friend1,GreenVoter,friend,voter,1,1,1.0,1,1,2,2.0,3,0,1,1.0,2,44.83331298828125,56.19999694824219,177.83331298828125,118.60000610351562,2.449489742783178,146.91072507675608
dcf9x3eh,Linke,friend1,AfDVoter,friend,voter,1,1,1.0,1,4,4,5.0,4,3,3,4.0,3,44.83331298828125,56.19999694824219,438.83331298828125,438.83331298828125,6.557438524302,549.2214986176309
dcf9x3eh,Linke,friend1,P1,friend,P,1,1,1.0,1,3,3,3.0,5,2,2,2.0,4,44.83331298828125,56.19999694824219,198.83331298828125,473.6000061035156,5.291502622129181,444.90309916073
dcf9x3eh,Linke,friend1,P2,friend,P,1,1,1.0,1,3,5,3.0,5,2,4,2.0,4,44.83331298828125,56.19999694824219,383.83331298828125,477.6000061035156,6.324555320336759,540.8317369719205
dcf9x3eh,Linke,friend1,P3,friend,P,1,1,1.0,1,1,1,1.0,1,0,0,0.0,0,44.83331298828125,56.19999694824219,82.83331298828125,36.0,0.0,43.035332887163705
dcf9x3eh,Linke,friend1,P4,friend,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,44.83331298828125,56.19999694824219,376.83331298828125,396.1999969482422,5.291502622129181,475.20942751591116
dcf9x3eh,Linke,friend2,friend3,friend,friend,2,1,1.0,2,1,1,2.0,2,1,0,1.0,0,46.83331298828125,121.60000610351562,143.83331298828125,61.600006103515625,1.4142135623730951,114.0570032922135
dcf9x3eh,Linke,friend2,GreenVoter,friend,voter,2,1,1.0,2,1,2,2.0,3,1,1,1.0,1,46.83331298828125,121.60000610351562,177.83331298828125,118.60000610351562,2.0,131.03434664239754
dcf9x3eh,Linke,friend2,AfDVoter,friend,voter,2,1,1.0,2,4,4,5.0,4,2,3,4.0,2,46.83331298828125,121.60000610351562,438.83331298828125,438.83331298828125,5.744562646538029,504.2826300766703
dcf9x3eh,Linke,friend2,P1,friend,P,2,1,1.0,2,3,3,3.0,5,1,2,2.0,3,46.83331298828125,121.60000610351562,198.83331298828125,473.6000061035156,4.242640687119285,383.4162229222963
dcf9x3eh,Linke,friend2,P2,friend,P,2,1,1.0,2,3,5,3.0,5,1,4,2.0,3,46.83331298828125,121.60000610351562,383.83331298828125,477.6000061035156,5.477225575051661,490.20913904169515
dcf9x3eh,Linke,friend2,P3,friend,P,2,1,1.0,2,1,1,1.0,1,1,0,0.0,1,46.83331298828125,121.60000610351562,82.83331298828125,36.0,1.4142135623730951,92.8620538482857
dcf9x3eh,Linke,friend2,P4,friend,P,2,1,1.0,2,3,3,5.0,3,1,2,4.0,1,46.83331298828125,121.60000610351562,376.83331298828125,396.1999969482422,4.69041575982343,429.3077625339704
dcf9x3eh,Linke,friend3,GreenVoter,friend,voter,1,1,2.0,2,1,2,2.0,3,0,1,0.0,1,143.83331298828125,61.600006103515625,177.83331298828125,118.60000610351562,1.4142135623730951,66.37017402418047
dcf9x3eh,Linke,friend3,AfDVoter,friend,voter,1,1,2.0,2,4,4,5.0,4,3,3,3.0,2,143.83331298828125,61.600006103515625,438.83331298828125,438.83331298828125,5.5677643628300215,478.88408599912333
dcf9x3eh,Linke,friend3,P1,friend,P,1,1,2.0,2,3,3,3.0,5,2,2,1.0,3,143.83331298828125,61.600006103515625,198.83331298828125,473.6000061035156,4.242640687119285,415.6549049391815
dcf9x3eh,Linke,friend3,P2,friend,P,1,1,2.0,2,3,5,3.0,5,2,4,1.0,3,143.83331298828125,61.600006103515625,383.83331298828125,477.6000061035156,5.477225575051661,480.2665926337163
dcf9x3eh,Linke,friend3,P3,friend,P,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,143.83331298828125,61.600006103515625,82.83331298828125,36.0,1.4142135623730951,66.15406497336379
dcf9x3eh,Linke,friend3,P4,friend,P,1,1,2.0,2,3,3,5.0,3,2,2,3.0,1,143.83331298828125,61.600006103515625,376.83331298828125,396.1999969482422,4.242640687119285,407.7329443070441
dcf9x3eh,Linke,GreenVoter,AfDVoter,voter,voter,1,2,2.0,3,4,4,5.0,4,3,2,3.0,1,177.83331298828125,118.60000610351562,438.83331298828125,438.83331298828125,4.795831523312719,413.12270675714797
dcf9x3eh,Linke,GreenVoter,P1,voter,P,1,2,2.0,3,3,3,3.0,5,2,1,1.0,2,177.83331298828125,118.60000610351562,198.83331298828125,473.6000061035156,3.1622776601683795,355.62058433110985
dcf9x3eh,Linke,GreenVoter,P2,voter,P,1,2,2.0,3,3,5,3.0,5,2,3,1.0,2,177.83331298828125,118.60000610351562,383.83331298828125,477.6000061035156,4.242640687119285,413.90457837525787
dcf9x3eh,Linke,GreenVoter,P3,voter,P,1,2,2.0,3,1,1,1.0,1,0,1,1.0,2,177.83331298828125,118.60000610351562,82.83331298828125,36.0,2.449489742783178,125.88789063409085
dcf9x3eh,Linke,GreenVoter,P4,voter,P,1,2,2.0,3,3,3,5.0,3,2,1,3.0,0,177.83331298828125,118.60000610351562,376.83331298828125,396.1999969482422,3.7416573867739413,341.55929926879793
dcf9x3eh,Linke,AfDVoter,P1,voter,P,4,4,5.0,4,3,3,3.0,5,1,1,2.0,1,438.83331298828125,438.83331298828125,198.83331298828125,473.6000061035156,2.6457513110645907,242.5050988127237
dcf9x3eh,Linke,AfDVoter,P2,voter,P,4,4,5.0,4,3,5,3.0,5,1,1,2.0,1,438.83331298828125,438.83331298828125,383.83331298828125,477.6000061035156,2.6457513110645907,67.28934904641864
dcf9x3eh,Linke,AfDVoter,P3,voter,P,4,4,5.0,4,1,1,1.0,1,3,3,4.0,3,438.83331298828125,438.83331298828125,82.83331298828125,36.0,6.557438524302,537.5971335983057
dcf9x3eh,Linke,AfDVoter,P4,voter,P,4,4,5.0,4,3,3,5.0,3,1,1,0.0,1,438.83331298828125,438.83331298828125,376.83331298828125,396.1999969482422,1.7320508075688772,75.24360196435211
dcf9x3eh,Linke,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,198.83331298828125,473.6000061035156,383.83331298828125,477.6000061035156,2.0,185.04323819042943
dcf9x3eh,Linke,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,198.83331298828125,473.6000061035156,82.83331298828125,36.0,5.291502622129181,452.7137786082912
dcf9x3eh,Linke,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,198.83331298828125,473.6000061035156,376.83331298828125,396.1999969482422,2.8284271247461903,194.09987485116113
dcf9x3eh,Linke,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,383.83331298828125,477.6000061035156,82.83331298828125,36.0,6.324555320336759,534.4263891226041
dcf9x3eh,Linke,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,383.83331298828125,477.6000061035156,376.83331298828125,396.1999969482422,3.4641016151377544,81.7004375170574
dcf9x3eh,Linke,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,82.83331298828125,36.0,376.83331298828125,396.1999969482422,5.291502622129181,464.95165103644234
euega2v7,Grüne,self,friend1,self,friend,2,1,2.0,2,2,1,2.0,3,0,0,0.0,1,363.5,218.60000610351562,299.5,216.60000610351562,1.0,64.03124237432849
euega2v7,Grüne,self,friend2,self,friend,2,1,2.0,2,2,2,3.0,3,0,1,1.0,1,363.5,218.60000610351562,277.5,294.6000061035156,1.7320508075688772,114.76933388322858
euega2v7,Grüne,self,friend3,self,friend,2,1,2.0,2,1,1,2.0,2,1,0,0.0,0,363.5,218.60000610351562,414.5,189.60000610351562,1.0,58.66856057549052
euega2v7,Grüne,self,GreenVoter,self,voter,2,1,2.0,2,1,2,2.0,2,1,1,0.0,0,363.5,218.60000610351562,382.5,201.60000610351562,1.4142135623730951,25.495097567963924
euega2v7,Grüne,self,AfDVoter,self,voter,2,1,2.0,2,4,5,5.0,4,2,4,3.0,2,363.5,218.60000610351562,64.5,414.6000061035156,5.744562646538029,357.5150346488942
euega2v7,Grüne,self,P1,self,P,2,1,2.0,2,3,3,3.0,5,1,2,1.0,3,363.5,218.60000610351562,200.5,33.600006103515625,3.872983346207417,246.56439321199645
